accuracy,loss,val_accuracy,val_loss,learning_rate
0.7737914323806763,0.792015552520752,0.9518125057220459,0.25761088728904724,0.0010000000474974513
0.8275806903839111,0.5329894423484802,0.9524375200271606,0.17353151738643646,0.0010000000474974513
0.8386321067810059,0.4787682890892029,0.9556875228881836,0.15188740193843842,0.0010000000474974513
0.8469957709312439,0.44735613465309143,0.9603124856948853,0.13935357332229614,0.0010000000474974513
0.8519468307495117,0.4273139536380768,0.9622499942779541,0.1356644630432129,0.0010000000474974513
0.8574459552764893,0.40961167216300964,0.960687518119812,0.1330193728208542,0.0010000000474974513
0.8609293699264526,0.4004612863063812,0.9629374742507935,0.1302914172410965,0.0010000000474974513
0.8649609088897705,0.38919225335121155,0.9625625014305115,0.12746593356132507,0.0010000000474974513
0.8675425052642822,0.3804807960987091,0.9631249904632568,0.12415683269500732,0.0010000000474974513
0.8695936799049377,0.3715408742427826,0.9631875157356262,0.1218872219324112,0.0010000000474974513
0.8708137273788452,0.3683147430419922,0.9643124938011169,0.12001591175794601,0.0010000000474974513
0.8719453811645508,0.36096522212028503,0.9646875262260437,0.11843767017126083,0.0010000000474974513
0.8733246326446533,0.3565574586391449,0.9643750190734863,0.1179877296090126,0.0010000000474974513
0.8760653734207153,0.3509187698364258,0.964062511920929,0.11708278954029083,0.0010000000474974513
