accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9651875,0.4625837059829888,0.5544483951198478,0.43107917667648754,0.9734324829589212,0.9651875,0.9670103763019933
