accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.7681407711028564,0.34005608053825126,0.803993416615987,0.38663261336666727,0.9379661158654816,0.7681407711028564,0.8263761628831482
