accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.8524628675490021,0.37431027774793874,0.8485139667025361,0.4426279344750719,0.9588139789986987,0.8524628675490021,0.8944052510188953
