accuracy,loss,val_accuracy,val_loss
0.478936105966568,1.4470539093017578,0.6050693392753601,1.3678265810012817
0.6035329699516296,0.854874312877655,0.6816638708114624,1.0986794233322144
0.6641677618026733,0.6656761765480042,0.7131749391555786,0.920893132686615
0.6907392740249634,0.5323708057403564,0.7497906684875488,0.7821511626243591
0.7117186188697815,0.5949739813804626,0.7873637676239014,0.6665961146354675
0.7099659442901611,0.5402501225471497,0.7809025645256042,0.7150570154190063
0.7361069917678833,0.47954824566841125,0.7748229503631592,0.6997771263122559
0.748805820941925,0.47742772102355957,0.7903770804405212,0.6514114737510681
0.7525221705436707,0.4772876501083374,0.8026600480079651,0.6121829748153687
0.772399365901947,0.4263139069080353,0.8059630990028381,0.5782329440116882
0.7814186811447144,0.4145756959915161,0.8297094702720642,0.4857941269874573
0.7990031838417053,0.3926204741001129,0.8417486548423767,0.460174024105072
0.7989683747291565,0.42045092582702637,0.8292183876037598,0.48922690749168396
0.8112796545028687,0.4171348214149475,0.8471147418022156,0.45002833008766174
0.8156838417053223,0.3498873710632324,0.8426035642623901,0.4762367606163025
0.8148264288902283,0.37397146224975586,0.8437234163284302,0.47668081521987915
0.8146553039550781,0.3683117628097534,0.8468815684318542,0.4460902214050293
0.8086265921592712,0.3537237048149109,0.8461185097694397,0.4557361304759979
0.8168031573295593,0.4613199532032013,0.8421831727027893,0.4700702726840973
0.8211548924446106,0.35307618975639343,0.853247344493866,0.4334144592285156
