accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9389779632476756,0.3700902759004296,0.5416043466874549,0.3806570809659596,0.9560558252092204,0.9389779632476756,0.9449487005861228
