accuracy,loss,val_accuracy,val_loss
0.3676919937133789,4.661419868469238,0.5376585125923157,1.692461609840393
0.46931782364845276,1.6251918077468872,0.5309658050537109,1.6317095756530762
0.5006816387176514,1.166427493095398,0.6130395531654358,1.382383108139038
0.5405222177505493,1.369897723197937,0.626713216304779,1.322373628616333
0.5637751817703247,0.8598551154136658,0.6200845241546631,1.264230728149414
0.582508385181427,0.7554078102111816,0.6435250639915466,1.1821755170822144
0.594352126121521,0.6874005794525146,0.6545087695121765,1.1734391450881958
0.6161640882492065,0.6501708626747131,0.679198145866394,1.0276031494140625
0.6222574710845947,0.6438277363777161,0.6697835326194763,1.0441315174102783
0.6411873698234558,0.5602535605430603,0.6889010071754456,0.9935969114303589
0.6610184907913208,0.6032697558403015,0.7114128470420837,0.9189758896827698
0.6746509671211243,0.5922706127166748,0.7372230291366577,0.871411919593811
0.7042489051818848,0.5065866112709045,0.7590944170951843,0.7640360593795776
0.6813482642173767,0.7768176794052124,0.7375112175941467,0.8579808473587036
0.7000173926353455,0.5363828539848328,0.7390162944793701,0.8146798014640808
0.717099130153656,0.4818597733974457,0.7761303782463074,0.7434310913085938
0.7031830549240112,0.5333150029182434,0.7243819832801819,0.9195640087127686
0.7143543362617493,0.4438968300819397,0.7783079147338867,0.7217267751693726
0.7398214340209961,0.46159660816192627,0.7622005939483643,0.7347598671913147
0.7234166860580444,0.4835070073604584,0.7635455131530762,0.7376311421394348
